District_Name,Fiscal_Year,Fund_Code,Object_Code,Function_Code,Program_Code,School_Code,Demo_Desc,Date,Post_Type,Source,Reference,Description,Units,Debit,Credit,Amount
Chugach School District,19,255,350,790,400,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,2.73,,2.73
Chugach School District,19,255,350,790,400,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,0.3,,0.3
Chugach School District,19,255,350,790,400,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,4,,4
Chugach School District,19,255,640,0,0,100,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,,298.51,-298.51
Chugach School District,19,351,350,300,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,3.37,,3.37
Chugach School District,19,351,350,300,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,7.09,,7.09
Chugach School District,19,351,350,300,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,62.28,,62.28
Chugach School District,19,351,640,0,0,100,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,,72.74,-72.74
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,7.89,,7.89
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,0.62,,0.62
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,19.37,,19.37
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,39.3,,39.3
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,38.3,,38.3
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,11.1,,11.1
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,13.76,,13.76
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,44.11,,44.11
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,66.82,,66.82
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,340.32,,340.32
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,77,,77
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,105.1,,105.1
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,130.63,,130.63
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,2.13,,2.13
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,1.22,,1.22
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,15.08,,15.08
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,106.21,,106.21
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,18.42,,18.42
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,9.08,,9.08
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,7.07,,7.07
Chugach School District,19,354,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,5.2,,5.2
Chugach School District,19,354,640,0,0,100,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,,"1,058.73",-1058.73
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,1.44,,1.44
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,102.21,,102.21
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,49.22,,49.22
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,130.62,,130.62
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,340.3,,340.3
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,15.08,,15.08
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,44.9,,44.9
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,39.73,,39.73
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,11.51,,11.51
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,13.02,,13.02
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,39.28,,39.28
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,9.25,,9.25
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,5.39,,5.39
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,6.11,,6.11
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,18.41,,18.41
Chugach School District,19,355,350,100,100,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,7.06,,7.06
Chugach School District,19,355,640,0,0,100,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,,833.53,-833.53
Chugach School District,19,370,40,0,200,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,,"1,300.00",-1300
Chugach School District,19,370,40,0,300,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,,650,-650
Chugach School District,19,370,40,0,400,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,,650,-650
Chugach School District,19,370,640,0,0,100,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,"2,600.00",,2600
Chugach School District,19,390,350,100,500,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,37.18,,37.18
Chugach School District,19,390,350,100,500,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,33.37,,33.37
Chugach School District,19,390,350,100,500,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,16.51,,16.51
Chugach School District,19,390,350,100,500,0,,10/10/2018,Actual,GLFW,20841,Imported FW Transaction: 20841 | PAYRL,,"1,349.90",,1349.9
