District_Name,Fiscal_Year,Fund_Code,Object_Code,Function_Code,Program_Code,School_Code,Demo_Desc,Date,Post_Type,Source,Reference,Description,Units,Debit,Credit,Amount
Chugach School District,19,100,735,0,0,0,,1/31/2019,Actual,P/R,2,REDACTED,,,269.13,-269.13
Chugach School District,19,100,735,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,269.13,,269.13
Chugach School District,19,100,420,511,400,0,,11/6/2018,Actual,A/P,,REDACTED,,160,,160
Chugach School District,19,100,420,511,400,0,,11/9/2018,Actual,A/P,,REDACTED,,162,,162
Chugach School District,19,100,420,511,400,0,,12/6/2018,Actual,A/P,,REDACTED,,172,,172
Chugach School District,19,100,420,511,400,0,,4/23/2019,Actual,A/P,,REDACTED,,112,,112
Chugach School District,19,100,420,511,400,0,,5/15/2019,Actual,A/P,,REDACTED,,112,,112
Chugach School District,19,100,610,0,0,0,,11/6/2018,Actual,A/P,64580,REDACTED,,,160,-160
Chugach School District,19,100,610,0,0,0,,11/9/2018,Actual,A/P,64631,REDACTED,,,162,-162
Chugach School District,19,100,610,0,0,0,,12/6/2018,Actual,A/P,64762,REDACTED,,,172,-172
Chugach School District,19,100,610,0,0,0,,4/23/2019,Actual,A/P,65904,REDACTED,,,112,-112
Chugach School District,19,100,610,0,0,0,,5/15/2019,Actual,A/P,66130,REDACTED,,,112,-112
Chugach School District,19,100,710,0,0,0,,11/6/2018,Actual,A/P,,REDACTED,,,160,-160
Chugach School District,19,100,710,0,0,0,,11/6/2018,Actual,A/P,64580,REDACTED,,160,,160
Chugach School District,19,100,710,0,0,0,,11/9/2018,Actual,A/P,,REDACTED,,,162,-162
Chugach School District,19,100,710,0,0,0,,11/9/2018,Actual,A/P,64631,REDACTED,,162,,162
Chugach School District,19,100,710,0,0,0,,12/6/2018,Actual,A/P,64762,REDACTED,,172,,172
Chugach School District,19,100,710,0,0,0,,12/6/2018,Actual,A/P,,REDACTED,,,172,-172
Chugach School District,19,100,710,0,0,0,,4/23/2019,Actual,A/P,,REDACTED,,,112,-112
Chugach School District,19,100,710,0,0,0,,4/23/2019,Actual,A/P,65904,REDACTED,,112,,112
Chugach School District,19,100,710,0,0,0,,5/15/2019,Actual,A/P,66130,REDACTED,,112,,112
Chugach School District,19,100,710,0,0,0,,5/15/2019,Actual,A/P,,REDACTED,,,112,-112
Chugach School District,19,100,350,511,400,0,,11/30/2018,Actual,P/R,12,REDACTED,,95.63,,95.63
Chugach School District,19,100,480,511,400,0,,11/30/2018,Actual,P/R,12,REDACTED,5,"1,250.00",,1250
Chugach School District,19,100,719,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,"1,125.62",-1125.62
Chugach School District,19,100,726,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,28.75,-28.75
Chugach School District,19,100,729,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,191.26,-191.26
Chugach School District,19,100,735,0,0,0,,11/30/2018,Actual,P/R,12,REDACTED,,,"1,345.63",-1345.63
Chugach School District,19,100,735,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,"1,345.63",,1345.63
Chugach School District,19,100,619,0,0,0,,2/11/2019,Actual,A/R,68966,REDACTED,,222.74,,222.74
Chugach School District,19,100,630,0,0,0,,2/11/2019,Actual,A/R,68966,REDACTED,,,222.74,-222.74
Chugach School District,19,100,610,0,0,0,,5/1/2019,Actual,A/P,65904,REDACTED,,112,,112
Chugach School District,19,100,710,0,0,0,,5/1/2019,Actual,A/P,65904,REDACTED,,,112,-112
Chugach School District,19,100,610,0,0,0,,6/11/2019,Actual,A/P,66130,REDACTED,,112,,112
Chugach School District,19,100,710,0,0,0,,6/11/2019,Actual,A/P,66130,REDACTED,,,112,-112
Chugach School District,19,100,610,0,0,0,,5/3/2019,Actual,A/P,66024,REDACTED,,,"1,719.25",-1719.25
Chugach School District,19,100,433,140,620,0,,2/12/2019,Actual,A/P,5-Feb,REDACTED,,97.97,,97.97
Chugach School District,19,100,433,140,620,0,,2/12/2019,Actual,A/P,5-Feb,REDACTED,,352.03,,352.03
Chugach School District,19,100,610,0,0,0,,2/12/2019,Actual,A/P,65356,REDACTED,,,450,-450
Chugach School District,19,100,710,0,0,0,,2/12/2019,Actual,A/P,65356,REDACTED,,450,,450
Chugach School District,19,100,710,0,0,0,,2/12/2019,Actual,A/P,5-Feb,REDACTED,,,450,-450
Chugach School District,19,100,410,140,620,0,,8/28/2018,Actual,A/P,23-Aug,REDACTED,,78.8,,78.8
Chugach School District,19,100,410,140,620,0,,9/19/2018,Actual,A/P,14-Sep,REDACTED,,160,,160
Chugach School District,19,100,410,140,620,0,,10/19/2018,Actual,A/P,28-Sep,REDACTED,,40,,40
Chugach School District,19,100,410,140,620,0,,11/9/2018,Actual,A/P,7-Nov,REDACTED,,64,,64
Chugach School District,19,100,410,140,620,0,,1/5/2019,Actual,A/P,14-Dec,REDACTED,,48,,48
Chugach School District,19,100,410,140,620,0,,1/21/2019,Actual,A/P,13-Dec,REDACTED,,75,,75
Chugach School District,19,100,410,140,620,0,,3/6/2019,Actual,A/P,22-Feb,REDACTED,,150,,150
Chugach School District,19,100,410,140,620,0,,3/6/2019,Actual,A/P,22-Feb,REDACTED,,186,,186
Chugach School District,19,100,410,140,620,0,,4/17/2019,Actual,A/P,1-Apr,REDACTED,,153,,153
Chugach School District,19,100,410,140,620,0,,5/9/2019,Actual,A/P,15-Apr,REDACTED,,181,,181
Chugach School District,19,100,410,140,620,0,,5/14/2019,Actual,A/P,15-Apr,REDACTED,,181,,181
Chugach School District,19,100,450,140,620,0,,8/28/2018,Actual,A/P,23-Aug,REDACTED,,11.74,,11.74
Chugach School District,19,100,450,140,620,0,,9/27/2018,Actual,A/P,18-Sep,REDACTED,,717.92,,717.92
Chugach School District,19,100,450,140,620,0,,10/19/2018,Actual,A/P,28-Sep,REDACTED,,10.38,,10.38
Chugach School District,19,100,450,140,620,0,,11/9/2018,Actual,A/P,7-Nov,REDACTED,,114.3,,114.3
Chugach School District,19,100,450,140,620,0,,1/21/2019,Actual,A/P,13-Dec,REDACTED,,133.7,,133.7
Chugach School District,19,100,450,140,620,0,,4/17/2019,Actual,A/P,1-Apr,REDACTED,,30.98,,30.98
Chugach School District,19,100,450,140,620,0,,5/3/2019,Actual,A/P,26-Apr,REDACTED,,42.95,,42.95
Chugach School District,19,100,450,140,620,0,,5/9/2019,Actual,A/P,15-Apr,REDACTED,,64.87,,64.87
Chugach School District,19,100,450,140,620,0,,5/14/2019,Actual,A/P,15-Apr,REDACTED,,64.87,,64.87
Chugach School District,19,100,610,0,0,0,,8/28/2018,Actual,A/P,63928,REDACTED,,,90.54,-90.54
Chugach School District,19,100,610,0,0,0,,9/20/2018,Actual,A/P,64108,REDACTED,,,160,-160
Chugach School District,19,100,610,0,0,0,,9/27/2018,Actual,A/P,64175,REDACTED,,,717.92,-717.92
Chugach School District,19,100,610,0,0,0,,10/19/2018,Actual,A/P,64410,REDACTED,,,50.38,-50.38
Chugach School District,19,100,610,0,0,0,,11/9/2018,Actual,A/P,64632,REDACTED,,,178.3,-178.3
Chugach School District,19,100,610,0,0,0,,1/7/2019,Actual,A/P,65029,REDACTED,,,48,-48
Chugach School District,19,100,610,0,0,0,,1/21/2019,Actual,A/P,65152,REDACTED,,,208.7,-208.7
Chugach School District,19,100,610,0,0,0,,4/16/2019,Actual,A/P,65861,REDACTED,,,183.98,-183.98
Chugach School District,19,100,610,0,0,0,,5/3/2019,Actual,A/P,66025,REDACTED,,,42.95,-42.95
Chugach School District,19,100,610,0,0,0,,5/9/2019,Actual,A/P,66065,REDACTED,,,245.87,-245.87
Chugach School District,19,100,610,0,0,0,,5/15/2019,Actual,A/P,66096,REDACTED,,,245.87,-245.87
Chugach School District,19,100,710,0,0,0,,8/28/2018,Actual,A/P,23-Aug,REDACTED,,,90.54,-90.54
Chugach School District,19,100,710,0,0,0,,8/28/2018,Actual,A/P,63928,REDACTED,,90.54,,90.54
Chugach School District,19,100,710,0,0,0,,9/19/2018,Actual,A/P,14-Sep,REDACTED,,,160,-160
Chugach School District,19,100,710,0,0,0,,9/20/2018,Actual,A/P,64108,REDACTED,,160,,160
Chugach School District,19,100,710,0,0,0,,9/27/2018,Actual,A/P,18-Sep,REDACTED,,,717.92,-717.92
Chugach School District,19,100,710,0,0,0,,9/27/2018,Actual,A/P,64175,REDACTED,,717.92,,717.92
Chugach School District,19,100,710,0,0,0,,10/19/2018,Actual,A/P,64410,REDACTED,,50.38,,50.38
Chugach School District,19,100,710,0,0,0,,10/19/2018,Actual,A/P,28-Sep,REDACTED,,,50.38,-50.38
Chugach School District,19,100,710,0,0,0,,11/9/2018,Actual,A/P,7-Nov,REDACTED,,,178.3,-178.3
Chugach School District,19,100,710,0,0,0,,11/9/2018,Actual,A/P,64632,REDACTED,,178.3,,178.3
Chugach School District,19,100,710,0,0,0,,1/5/2019,Actual,A/P,14-Dec,REDACTED,,,48,-48
Chugach School District,19,100,710,0,0,0,,1/7/2019,Actual,A/P,65029,REDACTED,,48,,48
Chugach School District,19,100,710,0,0,0,,1/21/2019,Actual,A/P,13-Dec,REDACTED,,,208.7,-208.7
Chugach School District,19,100,710,0,0,0,,1/21/2019,Actual,A/P,65152,REDACTED,,208.7,,208.7
Chugach School District,19,100,710,0,0,0,,3/6/2019,Actual,A/P,22-Feb,REDACTED,,,186,-186
Chugach School District,19,100,710,0,0,0,,3/6/2019,Actual,A/P,22-Feb,REDACTED,,,150,-150
Chugach School District,19,100,710,0,0,0,,4/16/2019,Actual,A/P,65861,REDACTED,,183.98,,183.98
Chugach School District,19,100,710,0,0,0,,4/17/2019,Actual,A/P,1-Apr,REDACTED,,,183.98,-183.98
Chugach School District,19,100,710,0,0,0,,5/3/2019,Actual,A/P,26-Apr,REDACTED,,,42.95,-42.95
Chugach School District,19,100,710,0,0,0,,5/3/2019,Actual,A/P,66025,REDACTED,,42.95,,42.95
Chugach School District,19,100,710,0,0,0,,5/9/2019,Actual,A/P,66065,REDACTED,,245.87,,245.87
Chugach School District,19,100,710,0,0,0,,5/9/2019,Actual,A/P,15-Apr,REDACTED,,,245.87,-245.87
Chugach School District,19,100,710,0,0,0,,5/14/2019,Actual,A/P,15-Apr,REDACTED,,,245.87,-245.87
Chugach School District,19,100,710,0,0,0,,5/15/2019,Actual,A/P,66096,REDACTED,,245.87,,245.87
Chugach School District,19,100,410,140,620,0,,6/11/2019,Actual,A/P,15-Apr,REDACTED,,,181,-181
Chugach School District,19,100,450,140,620,0,,6/11/2019,Actual,A/P,15-Apr,REDACTED,,,64.87,-64.87
Chugach School District,19,100,710,0,0,0,,6/11/2019,Actual,A/P,15-Apr,REDACTED,,245.87,,245.87
Chugach School District,19,100,610,0,0,0,,3/7/2019,Actual,A/P,65534,REDACTED,,,336,-336
Chugach School District,19,100,410,140,620,0,,9/27/2018,Actual,A/P,18-Sep,REDACTED,,12,,12
Chugach School District,19,100,410,140,620,0,,9/27/2018,Actual,A/P,13-Sep,REDACTED,,100,,100
Chugach School District,19,100,410,140,620,0,,10/16/2018,Actual,A/P,3-Oct,REDACTED,,125,,125
Chugach School District,19,100,410,140,620,0,,11/16/2018,Actual,A/P,13-Nov,REDACTED,,145,,145
Chugach School District,19,100,410,140,620,0,,12/20/2018,Actual,A/P,13-Dec,REDACTED,,125,,125
Chugach School District,19,100,410,140,620,0,,1/25/2019,Actual,A/P,22-Jan,REDACTED,,105,,105
Chugach School District,19,100,410,140,620,0,,3/22/2019,Actual,A/P,15-Mar,REDACTED,,67,,67
Chugach School District,19,100,410,140,620,0,,4/26/2019,Actual,A/P,30-Mar,REDACTED,,113,,113
Chugach School District,19,100,410,140,620,0,,6/5/2019,Actual,A/P,21-May,REDACTED,,60,,60
Chugach School District,19,100,450,140,620,0,,9/27/2018,Actual,A/P,13-Sep,REDACTED,,17.95,,17.95
Chugach School District,19,100,450,140,620,0,,1/25/2019,Actual,A/P,22-Jan,REDACTED,,169.99,,169.99
Chugach School District,19,100,610,0,0,0,,10/17/2018,Actual,A/P,64331,REDACTED,,,125,-125
Chugach School District,19,100,610,0,0,0,,11/16/2018,Actual,A/P,64688,REDACTED,,,145,-145
Chugach School District,19,100,610,0,0,0,,12/20/2018,Actual,A/P,64960,REDACTED,,,125,-125
Chugach School District,19,100,610,0,0,0,,1/25/2019,Actual,A/P,65191,REDACTED,,,274.99,-274.99
Chugach School District,19,100,610,0,0,0,,3/22/2019,Actual,A/P,65665,REDACTED,,,67,-67
Chugach School District,19,100,610,0,0,0,,4/26/2019,Actual,A/P,65937,REDACTED,,,113,-113
Chugach School District,19,100,610,0,0,0,,6/10/2019,Actual,A/P,66227,REDACTED,,,60,-60
Chugach School District,19,100,710,0,0,0,,9/27/2018,Actual,A/P,18-Sep,REDACTED,,,12,-12
Chugach School District,19,100,710,0,0,0,,9/27/2018,Actual,A/P,13-Sep,REDACTED,,,117.95,-117.95
Chugach School District,19,100,710,0,0,0,,10/16/2018,Actual,A/P,3-Oct,REDACTED,,,125,-125
Chugach School District,19,100,710,0,0,0,,10/17/2018,Actual,A/P,64331,REDACTED,,125,,125
Chugach School District,19,100,710,0,0,0,,11/16/2018,Actual,A/P,13-Nov,REDACTED,,,145,-145
Chugach School District,19,100,710,0,0,0,,11/16/2018,Actual,A/P,64688,REDACTED,,145,,145
Chugach School District,19,100,710,0,0,0,,12/20/2018,Actual,A/P,64960,REDACTED,,125,,125
Chugach School District,19,100,710,0,0,0,,12/20/2018,Actual,A/P,13-Dec,REDACTED,,,125,-125
Chugach School District,19,100,710,0,0,0,,1/25/2019,Actual,A/P,22-Jan,REDACTED,,,274.99,-274.99
Chugach School District,19,100,710,0,0,0,,1/25/2019,Actual,A/P,65191,REDACTED,,274.99,,274.99
Chugach School District,19,100,710,0,0,0,,3/22/2019,Actual,A/P,15-Mar,REDACTED,,,67,-67
Chugach School District,19,100,710,0,0,0,,3/22/2019,Actual,A/P,65665,REDACTED,,67,,67
Chugach School District,19,100,710,0,0,0,,4/26/2019,Actual,A/P,30-Mar,REDACTED,,,113,-113
Chugach School District,19,100,710,0,0,0,,4/26/2019,Actual,A/P,65937,REDACTED,,113,,113
Chugach School District,19,100,710,0,0,0,,6/5/2019,Actual,A/P,21-May,REDACTED,,,60,-60
Chugach School District,19,100,710,0,0,0,,6/10/2019,Actual,A/P,66227,REDACTED,,60,,60
Chugach School District,19,100,610,0,0,0,,9/27/2018,Actual,A/P,64176,REDACTED,,,129.95,-129.95
Chugach School District,19,100,610,0,0,0,,7/25/2018,Actual,A/P,63623,REDACTED,,,125,-125
Chugach School District,19,100,640,0,0,250,,7/25/2018,Actual,A/P,63623,REDACTED,,,101.71,-101.71
Chugach School District,19,100,640,0,0,250,,7/25/2018,Actual,A/P,63623,REDACTED,,101.71,,101.71
Chugach School District,19,100,640,0,0,390,,7/25/2018,Actual,A/P,63623,REDACTED,,23.29,,23.29
Chugach School District,19,100,640,0,0,390,,7/25/2018,Actual,A/P,63623,REDACTED,,,23.29,-23.29
Chugach School District,19,100,710,0,0,0,,7/25/2018,Actual,A/P,63623,REDACTED,,125,,125
Chugach School District,19,250,640,0,0,100,,7/25/2018,Actual,A/P,63623,REDACTED,,101.71,,101.71
Chugach School District,19,250,640,0,0,100,,7/25/2018,Actual,A/P,63623,REDACTED,,,101.71,-101.71
Chugach School District,19,390,640,0,0,100,,7/25/2018,Actual,A/P,63623,REDACTED,,,23.29,-23.29
Chugach School District,19,390,640,0,0,100,,7/25/2018,Actual,A/P,63623,REDACTED,,23.29,,23.29
Chugach School District,19,100,610,0,0,0,,9/11/2018,Actual,A/P,64007,REDACTED,,,280,-280
Chugach School District,19,100,640,0,0,250,,9/11/2018,Actual,A/P,64007,REDACTED,,280,,280
Chugach School District,19,100,640,0,0,250,,9/11/2018,Actual,A/P,64007,REDACTED,,,280,-280
Chugach School District,19,100,640,0,0,250,,9/11/2018,Actual,A/P,,REDACTED,,280,,280
Chugach School District,19,100,710,0,0,0,,9/11/2018,Actual,A/P,,REDACTED,,,280,-280
Chugach School District,19,100,710,0,0,0,,9/11/2018,Actual,A/P,64007,REDACTED,,280,,280
Chugach School District,19,250,420,320,100,0,,9/11/2018,Actual,A/P,,REDACTED,,280,,280
Chugach School District,19,250,640,0,0,100,,9/11/2018,Actual,A/P,,REDACTED,,,280,-280
Chugach School District,19,250,640,0,0,100,,9/11/2018,Actual,A/P,64007,REDACTED,,,280,-280
Chugach School District,19,250,640,0,0,100,,9/11/2018,Actual,A/P,64007,REDACTED,,280,,280
Chugach School District,19,100,640,0,0,251,,12/31/2018,Actual,P/R,1,REDACTED,,924.21,,924.21
Chugach School District,19,100,640,0,0,251,,2/28/2019,Actual,P/R,3,REDACTED,,"2,390.72",,2390.72
Chugach School District,19,100,640,0,0,251,,3/31/2019,Actual,P/R,4,REDACTED,,923.65,,923.65
Chugach School District,19,100,640,0,0,251,,4/30/2019,Actual,P/R,5,REDACTED,,"1,350.25",,1350.25
Chugach School District,19,100,640,0,0,251,,5/31/2019,Actual,P/R,6,REDACTED,,"1,455.29",,1455.29
Chugach School District,19,100,640,0,0,359,,12/31/2018,Actual,P/R,1,REDACTED,,924.21,,924.21
Chugach School District,19,100,640,0,0,359,,2/28/2019,Actual,P/R,3,REDACTED,,"2,931.51",,2931.51
Chugach School District,19,100,640,0,0,359,,3/31/2019,Actual,P/R,4,REDACTED,,"1,005.77",,1005.77
Chugach School District,19,100,640,0,0,359,,4/30/2019,Actual,P/R,5,REDACTED,,"1,196.83",,1196.83
Chugach School District,19,100,640,0,0,359,,5/31/2019,Actual,P/R,6,REDACTED,,"3,224.16",,3224.16
Chugach School District,19,100,640,0,0,360,,5/31/2019,Actual,P/R,6,REDACTED,,227,,227
Chugach School District,19,100,719,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,"1,219.09",-1219.09
Chugach School District,19,100,719,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,"3,410.69",-3410.69
Chugach School District,19,100,719,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,"1,270.92",-1270.92
Chugach School District,19,100,719,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,"1,666.21",-1666.21
Chugach School District,19,100,719,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,"3,322.63",-3322.63
Chugach School District,19,100,721,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,440.1,-440.1
Chugach School District,19,100,721,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,"1,278.93",-1278.93
Chugach School District,19,100,721,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,459.66,-459.66
Chugach School District,19,100,721,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,608.81,-608.81
Chugach School District,19,100,721,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,"1,177.47",-1177.47
Chugach School District,19,100,725,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,11.56,-11.56
Chugach School District,19,100,725,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,33.59,-33.59
Chugach School District,19,100,725,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,12.07,-12.07
Chugach School District,19,100,725,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,15.99,-15.99
Chugach School District,19,100,725,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,32.47,-32.47
Chugach School District,19,100,726,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,107.79,-107.79
Chugach School District,19,100,726,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,448.06,-448.06
Chugach School District,19,100,726,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,114.99,-114.99
Chugach School District,19,100,726,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,169.87,-169.87
Chugach School District,19,100,726,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,422.64,-422.64
Chugach School District,19,100,727,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,2.89,-2.89
Chugach School District,19,100,727,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,2.89,-2.89
Chugach School District,19,100,727,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,2.89,-2.89
Chugach School District,19,100,727,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,2.89,-2.89
Chugach School District,19,100,727,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,2.89,-2.89
Chugach School District,19,100,729,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,42.54,-42.54
Chugach School District,19,100,729,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,123.62,-123.62
Chugach School District,19,100,729,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,44.44,-44.44
Chugach School District,19,100,729,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,58.86,-58.86
Chugach School District,19,100,729,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,119.5,-119.5
Chugach School District,19,100,730,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,24.45,-24.45
Chugach School District,19,100,730,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,24.45,-24.45
Chugach School District,19,100,730,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,24.45,-24.45
Chugach School District,19,100,730,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,24.45,-24.45
Chugach School District,19,100,730,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,171.15,,171.15
Chugach School District,19,100,735,0,0,0,,12/31/2018,Actual,P/R,1,REDACTED,,,"1,848.42",-1848.42
Chugach School District,19,100,735,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,"1,848.42",,1848.42
Chugach School District,19,100,735,0,0,0,,2/28/2019,Actual,P/R,3,REDACTED,,,"5,322.23",-5322.23
Chugach School District,19,100,735,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,"5,322.23",,5322.23
Chugach School District,19,100,735,0,0,0,,3/31/2019,Actual,P/R,4,REDACTED,,,"1,929.42",-1929.42
Chugach School District,19,100,735,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,"1,929.42",,1929.42
Chugach School District,19,100,735,0,0,0,,4/30/2019,Actual,P/R,5,REDACTED,,,"2,547.08",-2547.08
Chugach School District,19,100,735,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,"2,547.08",,2547.08
Chugach School District,19,100,735,0,0,0,,5/31/2019,Actual,P/R,6,REDACTED,,,"4,906.45",-4906.45
Chugach School District,19,100,735,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,"4,906.45",,4906.45
Chugach School District,19,251,320,200,300,0,,12/31/2018,Actual,P/R,1,REDACTED,45,733.5,,733.5
Chugach School District,19,251,320,200,300,0,,2/28/2019,Actual,P/R,3,REDACTED,45.5,"1,960.40",,1960.4
Chugach School District,19,251,320,200,300,0,,3/31/2019,Actual,P/R,4,REDACTED,45,733.5,,733.5
Chugach School District,19,251,320,200,300,0,,4/30/2019,Actual,P/R,5,REDACTED,66,"1,075.80",,1075.8
Chugach School District,19,251,320,200,300,0,,5/31/2019,Actual,P/R,6,REDACTED,67,"1,092.10",,1092.1
Chugach School District,19,251,350,200,300,0,,12/31/2018,Actual,P/R,1,REDACTED,0.75,190.71,,190.71
Chugach School District,19,251,350,200,300,0,,2/28/2019,Actual,P/R,3,REDACTED,0.61,430.32,,430.32
Chugach School District,19,251,350,200,300,0,,3/31/2019,Actual,P/R,4,REDACTED,0.72,190.15,,190.15
Chugach School District,19,251,350,200,300,0,,4/30/2019,Actual,P/R,5,REDACTED,0.8,274.45,,274.45
Chugach School District,19,251,350,200,300,0,,5/31/2019,Actual,P/R,6,REDACTED,-4.85,363.19,,363.19
Chugach School District,19,251,640,0,0,100,,12/31/2018,Actual,P/R,1,REDACTED,,,924.21,-924.21
Chugach School District,19,251,640,0,0,100,,2/28/2019,Actual,P/R,3,REDACTED,,,"2,390.72",-2390.72
Chugach School District,19,251,640,0,0,100,,3/31/2019,Actual,P/R,4,REDACTED,,,923.65,-923.65
Chugach School District,19,251,640,0,0,100,,4/30/2019,Actual,P/R,5,REDACTED,,,"1,350.25",-1350.25
Chugach School District,19,251,640,0,0,100,,5/31/2019,Actual,P/R,6,REDACTED,,,"1,455.29",-1455.29
Chugach School District,19,359,320,100,300,0,,12/31/2018,Actual,P/R,1,REDACTED,45,733.5,,733.5
Chugach School District,19,359,320,100,300,0,,2/28/2019,Actual,P/R,3,REDACTED,66.5,"2,302.70",,2302.7
Chugach School District,19,359,320,100,300,0,,3/31/2019,Actual,P/R,4,REDACTED,49,798.7,,798.7
Chugach School District,19,359,320,100,300,0,,4/30/2019,Actual,P/R,5,REDACTED,58.5,953.55,,953.55
Chugach School District,19,359,320,100,300,0,,5/31/2019,Actual,P/R,6,REDACTED,78,"2,801.40",,2801.4
Chugach School District,19,359,350,100,300,0,,12/31/2018,Actual,P/R,1,REDACTED,0.75,190.71,,190.71
Chugach School District,19,359,350,100,300,0,,2/28/2019,Actual,P/R,3,REDACTED,0.89,628.81,,628.81
Chugach School District,19,359,350,100,300,0,,3/31/2019,Actual,P/R,4,REDACTED,0.78,207.07,,207.07
Chugach School District,19,359,350,100,300,0,,4/30/2019,Actual,P/R,5,REDACTED,0.7,243.28,,243.28
Chugach School District,19,359,350,100,300,0,,5/31/2019,Actual,P/R,6,REDACTED,-5.65,422.76,,422.76
Chugach School District,19,359,640,0,0,100,,12/31/2018,Actual,P/R,1,REDACTED,,,924.21,-924.21
Chugach School District,19,359,640,0,0,100,,2/28/2019,Actual,P/R,3,REDACTED,,,"2,931.51",-2931.51
Chugach School District,19,359,640,0,0,100,,3/31/2019,Actual,P/R,4,REDACTED,,,"1,005.77",-1005.77
Chugach School District,19,359,640,0,0,100,,4/30/2019,Actual,P/R,5,REDACTED,,,"1,196.83",-1196.83
Chugach School District,19,359,640,0,0,100,,5/31/2019,Actual,P/R,6,REDACTED,,,"3,224.16",-3224.16
Chugach School District,19,360,320,100,300,0,,5/31/2019,Actual,P/R,6,REDACTED,,227,,227
Chugach School District,19,360,640,0,0,100,,5/31/2019,Actual,P/R,6,REDACTED,,,227,-227
Chugach School District,19,100,610,0,0,0,,8/20/2018,Actual,A/P,63893,REDACTED,,,60,-60
Chugach School District,19,100,640,0,0,354,,8/20/2018,Actual,A/P,63893,REDACTED,,,60,-60
Chugach School District,19,100,640,0,0,354,,8/20/2018,Actual,A/P,63893,REDACTED,,60,,60
Chugach School District,19,100,640,0,0,354,,8/20/2018,Actual,A/P,10-Aug,REDACTED,,60,,60
Chugach School District,19,100,710,0,0,0,,8/20/2018,Actual,A/P,10-Aug,REDACTED,,,60,-60
Chugach School District,19,100,710,0,0,0,,8/20/2018,Actual,A/P,63893,REDACTED,,60,,60
Chugach School District,19,354,420,350,300,0,,8/20/2018,Actual,A/P,10-Aug,REDACTED,,60,,60
Chugach School District,19,354,640,0,0,100,,8/20/2018,Actual,A/P,63893,REDACTED,,60,,60
Chugach School District,19,354,640,0,0,100,,8/20/2018,Actual,A/P,63893,REDACTED,,,60,-60
Chugach School District,19,354,640,0,0,100,,8/20/2018,Actual,A/P,10-Aug,REDACTED,,,60,-60
Chugach School District,19,100,640,0,0,251,,1/31/2019,Actual,P/R,2,REDACTED,,"1,229.00",,1229
Chugach School District,19,100,640,0,0,359,,1/31/2019,Actual,P/R,2,REDACTED,,"1,044.69",,1044.69
